,TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,OXXO,Seven-Eleven,Supers,Farmacias,Abarrotes,Cafeterías,Usados,Otros,PORCENTAJE_CUMPLIMIENTO
136,611,1,C,Base,115.66,13.0,8.836684052803765,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,2.585436670634921
137,318,1,C,Hogar,107.0,10.0,8.0,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.1101430136054424
138,317,1,C,Hogar,104.0,13.0,11.0,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,2.631537756073858
139,594,1,C,Hogar,98.07,13.0,8.025910833730517,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.902496428571429
140,315,1,BC,Hogar,93.0,10.0,7.0,25.65235,-100.26606,Clásico,UT_DENSIDAD,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.358776671525754
141,314,1,C,Base,107.0,13.0,13.0,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.684448366071429
142,597,1,C,Hogar,110.73,14.0,8.468399122919214,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.2720427706511184
143,598,1,C,Hogar,96.69,12.0,8.103349884572873,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.5338017798833823
144,599,1,C,Hogar,114.63,13.0,6.0,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.9812361263362488
145,585,1,C,Hogar,112.9,12.0,8.850514971621045,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.1900631321671526
146,519,1,C,Base,115.03,13.0,6.0,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.9951750297619044
147,536,1,C,Hogar,114.87,13.0,10.0,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.8749711768707489
148,541,1,C,Hogar,109.97,13.0,7.0,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5670130485908644
149,557,1,C,Hogar,84.08,12.0,4.0,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.9076094382896023
150,559,1,C,Hogar,92.18,13.0,8.0,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.403123164237123
151,562,1,C,Hogar,104.62,13.0,8.32781899660316,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.193334430515063
152,564,1,C,Hogar,115.51,13.0,8.829770125409736,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,2.2876937949465503
153,571,1,C,Hogar,112.89,13.0,8.709006860260677,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.9187853974732745
154,332,1,B,Receso,136.0,13.0,6.0,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809141491325215
155,324,1,C,Hogar,97.0,13.0,5.0,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.449533669582118
156,582,1,C,Hogar,120.33,11.0,9.334032024739429,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0851292196307094
157,583,1,C,Hogar,113.5,13.0,8.737123498329733,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.9449886929057336
158,329,1,C,Receso,71.0,13.0,5.0,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.755465631229236
159,575,1,C,Hogar,99.73,13.0,4.0,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.318412622934888
160,326,1,B,Hogar,118.0,12.0,4.0,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,2.5617246375121474
161,328,1,C,Receso,116.0,10.0,6.0,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4226228995939465
162,327,1,C,Hogar,98.0,10.0,9.0,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.803942952380952
163,878,2,C,Hogar,111.7,12.0,10.0,26.03851,-98.35729,Hogar Reunión,UT_DENSIDAD,3.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.76355871234208
164,856,2,C,Receso,87.01199831867856,11.0,7.798310394480596,26.04652,-98.38172,Parada Técnica,UT_TRAFICO_VEHICULAR,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1750166472868215
165,855,2,B,Base,104.39727428668768,12.0,8.458600116733093,26.04971,-98.31442,Clásico,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1362852395833332
166,854,2,C,Hogar,110.2427330786618,10.0,9.010128333617978,26.04082,-98.31979,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.1606132210884357
167,848,2,C,Hogar,124.7756313756744,8.0,9.962085390355288,26.09732,-98.29138,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,1.2730639096209913
168,851,2,C,Hogar,110.14950964565176,13.0,8.582689851367325,26.06185,-98.32044,Clásico,UT_DENSIDAD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103941311953353
169,853,2,C,Hogar,107.24217520996396,10.0,8.871824071979564,25.97227,-98.29033,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.3600722193877552
170,798,2,C,Hogar,119.93025949925834,12.0,9.174559663214792,25.99222,-98.09663,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.5537647142857145
171,802,2,C,Base,110.83256615978536,13.0,8.614173872332252,25.9898,-98.1002,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,1.6024284138888891
172,803,2,C,Base,107.82561504165288,13.0,8.475574928,25.9872,-98.1074,Oficinistas,UT_TRAFICO_VEHICULAR,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.1239930493421053
173,805,2,C,Hogar,125.56392790334928,13.0,9.293184309066865,26.0835,-98.33,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.7107377832847424
174,806,2,B,Base,106.309369981822,13.0,8.405686873,26.069,-98.2719,Clásico,UT_TRAFICO_VEHICULAR,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.879926527777778
175,807,2,B,Hogar,107.94241606175896,13.0,8.480958619428232,26.07896,-98.33792,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3211522264334308
176,808,2,C,Base,155.37064353399856,13.0,10.66706076056558,26.02103,-98.27533,Hogar Reunión,UT_TRAFICO_VEHICULAR,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.3256803157051282
177,809,2,C,Hogar,136.33546389110504,10.0,10.212816642612657,26.03188,-98.34141,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.5316449238095238
178,839,2,C,Peatonal,107.2494200140749,13.0,8.449016457041317,26.08506,-98.27164,Oficinistas,UT_TRAFICO_PEATONAL,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0509450095238098
179,811,2,B,Hogar,114.53538052523808,13.0,8.784847136840995,26.0562,-98.3151,Clásico,UT_DENSIDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3910542099125365
180,813,2,C,Hogar,118.92764270395745,12.0,9.128346198369822,25.992,-98.114,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.026246565597668
181,816,2,B,Hogar,109.47950925076162,10.0,8.974949172741342,26.09528,-98.28297,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.079976993877551
182,817,2,C,Receso,147.78226923910006,13.0,10.317290967807905,26.08866,-98.27988,Oficinistas,UT_TRAFICO_PEATONAL,0.0,2.0,0.0,0.0,1.0,1.0,0.0,13.0,1.5825841550387596
183,819,2,C,Base,72.75830051001961,18.0,6.153986569438494,26.0669,-98.39358,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.4503961583333336
184,822,2,C,Base,155.32714956714256,13.0,10.665055999706109,25.98347,-98.11129,Hogar Reunión,UT_TRAFICO_VEHICULAR,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.463714738095238
185,835,2,C,Hogar,124.21363340749306,13.0,9.230945388367475,26.01647,-98.25479,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.1303265844155843
186,999,2,C,Receso,102.75,11.0,4.0,26.02147,-98.28373,Barrio Competido,UT_TRAFICO_PEATONAL,3.0,1.0,0.0,0.0,1.0,6.0,0.0,2.0,1.5316905537098562
187,988,2,C,Hogar,101.82,12.0,10.0,26.03533,-98.29644,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.962493666666666
188,989,2,C,Hogar,101.82,12.0,10.0,26.0434,-98.32001,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.556669210884354
189,991,2,C,Hogar,116.98,13.0,10.0,26.01263,-98.24741,Barrio Competido,UT_GAS_URBANA,1.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.756263743440233
190,992,2,C,Base,100.41,12.0,10.0,26.10101,-98.31804,Hogar Reunión,UT_GAS_URBANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5629417490079367
191,993,2,B,Hogar,113.73,12.0,10.0,26.06883,-98.3598,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3892253284742475
192,994,2,C,Hogar,113.73,12.0,7.0,26.08696,-98.33805,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.5720209669582124
193,995,2,C,Base,106.6,12.0,10.0,26.03482,-98.40996,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.534796050595238
194,996,2,C,Hogar,107.85,12.0,7.0,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.417374849368319
195,997,2,C,Hogar,101.82,12.0,11.0,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,3.319745855199224
196,998,2,AB,Hogar,107.85,12.0,12.0,26.07585,-98.26928,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.221906595724004
197,987,2,C,Hogar,110.0,10.0,12.0,26.06031,-98.32753,Hogar Reunión,UT_DENSIDAD,1.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,1.6184454703595723
198,1001,2,C,Hogar,101.82,12.0,10.0,26.01288,-98.26235,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.101901296404276
199,1002,2,C,Hogar,116.9,10.0,11.0,26.0228,-98.28886,Hogar Reunión,UT_DENSIDAD,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,3.717002030126336
200,1003,2,C,Hogar,112.0,12.0,8.0,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.1624862235179783
201,1004,2,C,Hogar,93.52,12.0,9.0,26.09947,-98.32143,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.1343384101069
202,1005,2,C,Hogar,98.2,12.0,5.0,26.06356,-98.31124,Hogar Reunión,UT_DENSIDAD,1.0,2.0,0.0,0.0,6.0,2.0,0.0,3.0,2.49128408260447
203,1006,2,C,Hogar,116.9,13.0,14.0,26.02128,-98.25349,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,2.8050706219630714
204,1007,2,C,Hogar,114.41,12.0,10.0,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.860694104956268
205,1008,2,C,Hogar,98.8,12.0,10.0,26.08637,-98.32248,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.648182986394557
206,1009,2,C,Hogar,103.4,12.0,5.0,26.0701,-98.30796,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.9440072478134116
207,976,2,C,Hogar,113.0,10.0,10.0,26.0948,-98.30479,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5609868785228378
208,965,2,B,Hogar,98.0,10.0,10.0,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.5238887201166187
209,966,2,C,Hogar,112.0,10.0,10.0,26.02126,-98.27927,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.2087805976676385
210,967,2,C,Hogar,129.0,10.0,12.0,26.00751,-98.24571,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,2.346531167152575
211,968,2,B,Hogar,129.0,9.0,6.0,26.02023,-98.22689,Parada Técnica,UT_GAS_URBANA,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.696398298347911
212,969,2,C,Receso,125.0,10.0,13.0,26.07305,-98.2914,Clásico,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6364281782945735
213,971,2,C,Hogar,123.0,11.0,12.0,26.0366,-98.34031,Hogar Reunión,UT_DENSIDAD,2.0,1.0,1.0,0.0,5.0,9.0,0.0,72.0,1.961545830612245
214,972,2,C,Receso,121.0,10.0,10.0,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.204361717423404
215,973,2,C,Base,122.0,10.0,10.0,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707674032738096
216,974,2,C,Hogar,113.0,11.0,12.0,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.392991343051506
217,975,2,C,Hogar,129.0,10.0,12.0,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.4624254801288936
218,1011,2,C,Hogar,112.0,12.0,11.0,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.658179549076774
219,977,2,C,Receso,125.0,10.0,12.0,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.090160176264304
220,978,2,BC,Receso,102.98,11.0,9.0,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.327323557585825
221,979,2,BC,Hogar,115.67,12.0,10.0,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.106466731778426
222,981,2,C,Hogar,121.0,10.0,10.0,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.456070137026239
223,982,2,B,Hogar,100.0,10.0,6.0,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.6333697269193395
224,983,2,C,Hogar,117.0,11.0,12.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.518851829931973
225,984,2,C,Hogar,116.0,10.0,8.0,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.744565283770651
226,985,2,C,Hogar,129.0,11.0,10.0,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.813914958211856
227,986,2,C,Hogar,101.82,12.0,10.0,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,1.0,0.0,9.0,2.112431151603499
228,1046,2,C,Hogar,123.89202032223676,13.0,9.216121325,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.4653605102040816
229,1035,2,C,Hogar,123.69,11.813402268615876,11.0,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.4508340758017493
230,1036,2,C,Hogar,119.65,11.8827624431971,8.0,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,3.4957156268221574
231,1037,2,C,Hogar,121.67,11.786037482070714,11.0,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.3541235724003886
232,1038,2,C,Hogar,132.73,11.935866461867498,11.0,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.863972847475832
233,1039,2,BC,Hogar,114.3,11.851649648848364,7.0,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5172752526724977
234,1041,2,B,Hogar,107.62501252707828,13.0,8.466328586,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,3.537538039844509
235,1042,2,C,Hogar,86.29145448773261,10.0,7.9061456591388515,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.3686761924198247
236,1043,2,C,Hogar,114.85647060099993,10.0,9.222788641915027,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,1.0,0.0,0.0,0.0,4.0,3.0,0.0,40.0,2.94712874829932
237,1044,2,C,Base,119.2630206,13.0,9.002757537,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.4125465942460316
238,1045,2,C,Hogar,105.37511418681304,13.0,8.362624361015344,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.048266413994169
239,1034,2,B,Hogar,132.73,11.894503212643649,12.0,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.877725718172984
240,1047,2,C,Hogar,130.5461676770368,14.0,9.381782753232258,26.07928,-98.29009,Clásico,UT_DENSIDAD,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.688799919339164
241,1048,2,C,Hogar,141.79368844283692,14.0,9.900213032816168,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0213554227405246
242,1049,2,C,Hogar,142.6890144459082,10.0,10.50566989081404,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,2.200276560738581
243,1051,2,C,Hogar,142.6998314861429,14.0,9.941979747549654,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.371391580174927
244,1052,2,B,Base,122.63268954206268,13.0,9.158075181036658,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.426222194444444
245,1053,2,C,Hogar,132.11079729396536,13.0,9.594948173232977,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.624280182701652
246,1054,2,C,Hogar,128.85206183168145,13.0,9.444743770682432,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.260857592808552
247,1055,2,C,Hogar,137.39138905114797,10.0,10.261487241879763,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1233186112730813
248,1056,2,C,Hogar,123.35956599133732,10.0,9.614720536270386,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,5.0,5.0,0.0,70.0,2.6898101992225465
249,1023,2,B,Hogar,121.67,11.827400731294563,10.0,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.418435597667638
250,1012,2,C,Hogar,105.2,12.0,8.0,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.904987948493684
251,1013,2,C,Hogar,111.04,12.0,7.0,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,2.989381859086492
252,1014,2,C,Hogar,98.8,12.0,10.0,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,3.154097053449952
253,1015,2,C,Hogar,116.26,13.0,12.0,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.8264344645286683
254,1016,2,C,Hogar,116.9,13.0,13.0,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.937049246841593
255,1017,2,BC,Hogar,116.9,13.0,11.0,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.736894009718173
256,1018,2,C,Hogar,112.0,12.0,10.0,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.243554017492712
257,1019,2,C,Hogar,122.8,11.801345506227166,11.0,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.8760871030126327
258,1021,2,C,Hogar,110.1804382714655,10.0,9.007256988,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.055369584062196
259,1022,2,C,Hogar,112.0,11.69640197590262,10.0,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8454540427599613
260,964,2,C,Base,96.0,10.0,10.0,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0486393740079367
261,1024,2,B,Hogar,121.61,11.867951165076478,9.0,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.9426481846452872
262,1025,2,B,Hogar,112.0,11.69640197590262,10.0,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.2307166384839654
263,1026,2,C,Hogar,115.1,11.738397440402622,10.0,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.8119659844509235
264,1027,2,C,Hogar,112.25,11.658425457686834,11.0,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9025618134110789
265,1028,2,C,Hogar,117.5,11.564093811960792,15.0,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,2.775446044703596
266,1029,2,C,Hogar,104.95,11.600896161475193,10.0,26.03387,-98.25722,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.868976673469388
267,1031,2,B,Hogar,111.93,11.69545369122036,10.0,26.40193,-99.03187,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,1.8664346929057336
268,1032,2,C,Hogar,112.0,11.655038726678768,11.0,26.0948,-98.2772,Hogar Reunión,UT_DENSIDAD,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.476054404275996
269,1033,2,C,Hogar,134.13,11.913468906288813,12.0,26.02971,-98.28762,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,3.0,1.0,0.0,5.0,2.212893161321672
270,906,2,CD,Hogar,80.4,8.0,5.0,26.08238,-98.32488,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,4.636420106899903
271,895,2,C,Hogar,127.87,10.0,10.0,26.07196,-98.3496,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.363206745383868
272,896,2,CD,Hogar,88.38,12.0,10.0,26.03921,-98.351,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0859166452866864
