,TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,Abarrotes,Bares y Cervezas,Farmacias,OXXO,Otros,Supers,Escuelas,Salud,Gimnasios,Cafeterías,Seven-Eleven,Museos,Cines,Moteles,CVE_AGEB,P_18A24,PROM_HNV,VIVPAR_UT,PSINDER,VIVTOT,TOTHOG,PDER_SS,GRAPROES,POBTOT,P_60YMAS,P_18YMAS,PORCENTAJE_CUMPLIMIENTO
214,972,2,C,Receso,121.0,10.0,10.0,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,6.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1326,360.0,67.83,151.0,1176.0,1930.0,1482.0,3264.0,11.33114286,4534.0,1000.0,3550.0,3.204361717423404
215,973,2,C,Base,122.0,10.0,10.0,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1684,326.0,40.15,37.0,449.0,1136.0,920.0,2077.0,7.770416667,2580.0,279.0,1895.0,2.707674032738096
216,974,2,C,Hogar,113.0,11.0,12.0,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,18.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3479,1448.0,71.2,67.0,1425.0,3490.0,2852.0,8265.0,9.039607843,9816.0,449.0,6756.0,2.392991343051506
217,975,2,C,Hogar,129.0,10.0,12.0,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,12.0,3.0,3.0,2.0,13.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1839,258.0,83.25,27.0,715.0,1006.0,802.0,1965.0,8.772352941,2732.0,328.0,1897.0,2.4624254801288936
218,1011,2,C,Hogar,112.0,12.0,11.0,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,30.0,8.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3318,432.0,22.11,22.0,706.0,1424.0,1066.0,2564.0,10.79357143,3270.0,152.0,2246.0,2.658179549076774
219,977,2,C,Receso,125.0,10.0,12.0,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,11.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,181A,364.0,75.89,7.0,969.0,1330.0,1017.0,2447.0,7.754571429,3462.0,589.0,2537.0,3.090160176264304
220,978,2,BC,Receso,102.98,11.0,9.0,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,6.0,3.0,3.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1078,72.0,46.41,58.0,166.0,720.0,450.0,875.0,10.60678571,1062.0,247.0,887.0,1.327323557585825
221,979,2,BC,Hogar,115.67,12.0,10.0,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,10.0,2.0,5.0,2.0,9.0,2.0,7.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0575,105.0,44.94,0.0,435.0,728.0,623.0,1289.0,10.05136364,1740.0,521.0,1390.0,2.106466731778426
222,981,2,C,Hogar,121.0,10.0,10.0,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,18.0,3.0,5.0,2.0,353.0,3.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,1608,172.0,38.44,33.0,422.0,574.0,421.0,915.0,8.772,1370.0,223.0,1011.0,3.456070137026239
223,982,2,B,Hogar,100.0,10.0,6.0,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,17.0,3.0,10.0,3.0,7.0,2.0,2.0,4.0,3.0,16.0,5.0,0.0,0.0,0.0,1468,486.0,68.18,43.0,854.0,2042.0,1723.0,4192.0,10.74282051,5108.0,1385.0,4177.0,2.6333697269193395
224,983,2,C,Hogar,117.0,11.0,12.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,52.0,7.0,1.0,3.0,24.0,14.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3731,1090.0,58.74,18.0,1904.0,3260.0,2914.0,7620.0,8.784545455,9528.0,289.0,6046.0,2.518851829931973
225,984,2,C,Hogar,116.0,10.0,8.0,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,13.0,1.0,3.0,2.0,6.0,2.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,1415,407.0,81.0,76.0,701.0,1636.0,1217.0,3069.0,9.11125,3782.0,662.0,2937.0,2.744565283770651
226,985,2,C,Hogar,129.0,11.0,10.0,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,19.0,5.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,085A,1190.0,84.67,172.0,2238.0,4280.0,3221.0,7192.0,9.374761905,9440.0,1121.0,6959.0,1.813914958211856
227,986,2,C,Hogar,101.82,12.0,10.0,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,31.0,1.0,1.0,1.0,100.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1928,437.0,85.85,45.0,860.0,1104.0,914.0,2502.0,8.116666667,3362.0,445.0,2390.0,2.112431151603499
228,1046,2,C,Hogar,123.89202032223676,13.0,9.216121325,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,11.0,20.0,16.0,4.0,72.0,3.0,8.0,8.0,0.0,13.0,9.0,0.0,0.0,0.0,0347,149.0,50.27,39.0,639.0,1208.0,737.0,1317.0,7.49,1998.0,499.0,1524.0,2.4653605102040816
229,1035,2,C,Hogar,123.69,11.813402268615876,11.0,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,22.0,1.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,199A,401.0,78.48,16.0,872.0,1250.0,1050.0,2738.0,9.044571429,3620.0,367.0,2516.0,3.4508340758017493
230,1036,2,C,Hogar,119.65,11.8827624431971,8.0,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,20.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2324,739.0,59.71,11.0,1499.0,2716.0,2420.0,6140.0,8.58425,7662.0,386.0,5032.0,3.4957156268221574
231,1037,2,C,Hogar,121.67,11.786037482070714,11.0,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,14.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427A,1068.0,90.99,148.0,1743.0,4990.0,2858.0,7199.0,8.014814815,8958.0,206.0,5619.0,1.3541235724003886
232,1038,2,C,Hogar,132.73,11.935866461867498,11.0,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,14.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4477,151.0,16.43,0.0,240.0,710.0,600.0,1734.0,7.069375,1978.0,44.0,1206.0,1.863972847475832
233,1039,2,BC,Hogar,114.3,11.851649648848364,7.0,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,4.0,1.0,5.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,3500,386.0,41.17,15.0,894.0,1650.0,1448.0,3292.0,13.25862069,4222.0,516.0,3350.0,2.5172752526724977
234,1041,2,B,Hogar,107.62501252707828,13.0,8.466328586,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,18.0,8.0,6.0,1.0,11.0,10.0,3.0,9.0,6.0,7.0,2.0,0.0,0.0,0.0,0556,273.0,55.77,9.0,930.0,1282.0,1122.0,2280.0,10.92689655,3212.0,857.0,2598.0,3.537538039844509
235,1042,2,C,Hogar,86.29145448773261,10.0,7.9061456591388515,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,040A,693.0,68.62,3.0,1230.0,2304.0,2028.0,5460.0,9.999736842,6698.0,734.0,4740.0,2.3686761924198247
236,1043,2,C,Hogar,114.85647060099993,10.0,9.222788641915027,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,21.0,3.0,2.0,3.0,123.0,7.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,3642,853.0,70.18,27.0,1202.0,1900.0,1584.0,4374.0,8.57,5592.0,445.0,4054.0,2.94712874829932
237,1044,2,C,Base,119.2630206,13.0,9.002757537,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,7.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0927,245.0,57.92,10.0,597.0,746.0,630.0,1535.0,8.970689655,2158.0,336.0,1624.0,1.4125465942460316
238,1045,2,C,Hogar,105.37511418681304,13.0,8.362624361015344,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018,972.0,45.78,9.0,1182.0,1782.0,1504.0,4286.0,9.0032,5468.0,194.0,3638.0,2.048266413994169
239,1034,2,B,Hogar,132.73,11.894503212643649,12.0,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,11.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3799,930.0,64.63,116.0,1889.0,3814.0,3112.0,8628.0,9.487083333,10522.0,399.0,6562.0,2.877725718172984
240,1047,2,C,Hogar,130.5461676770368,14.0,9.381782753232258,26.07928,-98.29009,Clásico,UT_DENSIDAD,4.0,3.0,4.0,4.0,6.0,2.0,3.0,5.0,4.0,7.0,2.0,0.0,0.0,0.0,1186,76.0,41.5,50.0,557.0,906.0,634.0,805.0,10.72,1366.0,327.0,1118.0,2.688799919339164
241,1048,2,C,Hogar,141.79368844283692,14.0,9.900213032816168,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,43.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922,832.0,42.01,29.0,655.0,1820.0,1596.0,4596.0,9.410689655,5258.0,73.0,3332.0,3.0213554227405246
242,1049,2,C,Hogar,142.6890144459082,10.0,10.50566989081404,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,42.0,1.0,2.0,1.0,19.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1427,560.0,22.84,19.0,948.0,1330.0,1162.0,3198.0,7.635714286,4146.0,114.0,2432.0,2.200276560738581
243,1051,2,C,Hogar,142.6998314861429,14.0,9.941979747549654,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,22.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3553,374.0,66.19,59.0,567.0,1160.0,850.0,2283.0,9.232727273,2882.0,198.0,2039.0,2.371391580174927
244,1052,2,B,Base,122.63268954206268,13.0,9.158075181036658,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1330,150.0,50.87,34.0,267.0,766.0,614.0,1670.0,12.55677419,1950.0,476.0,1490.0,2.426222194444444
245,1053,2,C,Hogar,132.11079729396536,13.0,9.594948173232977,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,16.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1788,394.0,76.89,0.0,957.0,1346.0,1118.0,2913.0,8.715277778,3906.0,572.0,2837.0,1.624280182701652
246,1054,2,C,Hogar,128.85206183168145,13.0,9.444743770682432,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,50.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1006,797.0,135.89,95.0,1807.0,2562.0,2064.0,4864.0,7.780983607,6870.0,901.0,4726.0,3.260857592808552
247,1055,2,C,Hogar,137.39138905114797,10.0,10.261487241879763,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,16.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,434A,564.0,102.21,268.0,1158.0,3710.0,2146.0,4882.0,9.421785714,6062.0,174.0,4045.0,2.1233186112730813
248,1056,2,C,Hogar,123.35956599133732,10.0,9.614720536270386,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,31.0,4.0,4.0,2.0,83.0,3.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,3784,532.0,43.96,0.0,907.0,1948.0,1701.0,4710.0,7.810833333,5644.0,223.0,3588.0,2.6898101992225465
249,1023,2,B,Hogar,121.67,11.827400731294563,10.0,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,18.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1580,371.0,55.45,17.0,574.0,1560.0,1112.0,2620.0,10.58878788,3204.0,597.0,2500.0,2.418435597667638
250,1012,2,C,Hogar,105.2,12.0,8.0,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,48.0,11.0,5.0,2.0,11.0,10.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3695,1268.0,71.11,4.0,1805.0,3124.0,2792.0,8386.0,10.13043478,10202.0,402.0,6620.0,1.904987948493684
251,1013,2,C,Hogar,111.04,12.0,7.0,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,16.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4072,624.0,81.33,124.0,1150.0,3276.0,2238.0,5922.0,8.935925926,7092.0,177.0,4434.0,2.989381859086492
252,1014,2,C,Hogar,98.8,12.0,10.0,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,26.0,2.0,0.0,1.0,13.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2080,263.0,63.56,4.0,653.0,776.0,660.0,1806.0,9.111071429,2474.0,307.0,1734.0,3.154097053449952
253,1015,2,C,Hogar,116.26,13.0,12.0,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,23.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8264344645286683
254,1016,2,C,Hogar,116.9,13.0,13.0,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,19.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427A,1068.0,90.99,148.0,1743.0,4990.0,2858.0,7199.0,8.014814815,8958.0,206.0,5619.0,2.937049246841593
255,1017,2,BC,Hogar,116.9,13.0,11.0,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,4.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3591,590.0,36.88,6.0,838.0,1772.0,1621.0,4188.0,10.78583333,5288.0,301.0,3568.0,2.736894009718173
256,1018,2,C,Hogar,112.0,12.0,10.0,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,10.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,110A,302.0,81.08,28.0,610.0,1100.0,835.0,1921.0,9.515945946,2568.0,525.0,1998.0,3.243554017492712
257,1019,2,C,Hogar,122.8,11.801345506227166,11.0,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,39.0,6.0,6.0,2.0,10.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3869,839.0,62.26,111.0,1405.0,3166.0,2382.0,5928.0,8.856052632,7342.0,252.0,4798.0,2.8760871030126327
258,1021,2,C,Hogar,110.1804382714655,10.0,9.007256988,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4265,610.0,44.05,14.0,751.0,1814.0,1476.0,3860.0,9.531428571,4614.0,60.0,2970.0,2.055369584062196
259,1022,2,C,Hogar,112.0,11.69640197590262,10.0,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,13.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1237,469.0,89.67,18.0,848.0,2280.0,1805.0,4716.0,10.8622973,5606.0,511.0,4171.0,1.8454540427599613
260,964,2,C,Base,96.0,10.0,10.0,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,47.0,11.0,7.0,3.0,12.0,9.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,3290,396.0,19.82,0.0,528.0,986.0,924.0,2602.0,7.756153846,3132.0,130.0,2018.0,3.0486393740079367
261,1024,2,B,Hogar,121.61,11.867951165076478,9.0,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,27.0,6.0,2.0,1.0,56.0,8.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,3962,833.0,78.62,26.0,1517.0,2138.0,1952.0,5350.0,9.125227273,6872.0,191.0,4238.0,1.9426481846452872
262,1025,2,B,Hogar,112.0,11.69640197590262,10.0,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,14.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4087,983.0,89.8,47.0,1135.0,3276.0,2576.0,6711.0,8.238472222,7922.0,127.0,5145.0,2.2307166384839654
263,1026,2,C,Hogar,115.1,11.738397440402622,10.0,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,18.0,5.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3905,311.0,46.3,29.0,472.0,1702.0,1350.0,4071.0,10.49659574,4560.0,78.0,2928.0,1.8119659844509235
264,1027,2,C,Hogar,112.25,11.658425457686834,11.0,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,11.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1646,408.0,62.8,20.0,1168.0,1556.0,1268.0,2636.0,9.87,3810.0,616.0,2896.0,1.9025618134110789
265,1028,2,C,Hogar,117.5,11.564093811960792,15.0,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,13.0,2.0,6.0,2.0,44.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3727,1016.0,43.99,14.0,1218.0,2898.0,2348.0,6726.0,9.8321875,7954.0,332.0,5282.0,2.775446044703596
266,1029,2,C,Hogar,104.95,11.600896161475193,10.0,26.03387,-98.25722,Hogar Reunión,UT_DENSIDAD,23.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2184,959.0,121.37,16.0,1387.0,2450.0,1955.0,5728.0,9.327241379,7188.0,626.0,5073.0,2.868976673469388
267,1031,2,B,Hogar,111.93,11.69545369122036,10.0,26.40193,-99.03187,Hogar Reunión,UT_DENSIDAD,13.0,2.0,1.0,1.0,3.0,10.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0111,563.0,79.73,41.0,1342.0,2212.0,2143.0,3908.0,8.639555556,5266.0,759.0,4071.0,1.8664346929057336
268,1032,2,C,Hogar,112.0,11.655038726678768,11.0,26.0948,-98.2772,Hogar Reunión,UT_DENSIDAD,11.0,6.0,17.0,5.0,3.0,2.0,2.0,20.0,0.0,6.0,5.0,1.0,0.0,0.0,0351,179.0,65.54,56.0,720.0,1186.0,822.0,1231.0,7.441590909,2052.0,437.0,1566.0,2.476054404275996
269,1033,2,C,Hogar,134.13,11.913468906288813,12.0,26.02971,-98.28762,Hogar Reunión,UT_DENSIDAD,27.0,1.0,3.0,1.0,12.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2076,520.0,123.41,133.0,1319.0,1574.0,1240.0,3035.0,8.239215686,4424.0,614.0,3183.0,2.212893161321672
270,906,2,CD,Hogar,80.4,8.0,5.0,26.08238,-98.32488,Hogar Reunión,UT_DENSIDAD,30.0,4.0,2.0,2.0,22.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3657,1025.0,73.28,68.0,2077.0,2934.0,2379.0,5890.0,9.367380952,7992.0,570.0,5507.0,4.636420106899903
271,895,2,C,Hogar,127.87,10.0,10.0,26.07196,-98.3496,Hogar Reunión,UT_DENSIDAD,16.0,1.0,2.0,2.0,29.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3233,1715.0,95.3,132.0,2177.0,4450.0,3764.0,10690.0,10.02566667,12922.0,555.0,8534.0,2.363206745383868
272,896,2,CD,Hogar,88.38,12.0,10.0,26.03921,-98.351,Hogar Reunión,UT_DENSIDAD,20.0,6.0,4.0,2.0,25.0,6.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,3680,1386.0,52.67,47.0,1706.0,3056.0,2672.0,7348.0,9.756,9072.0,722.0,6606.0,2.0859166452866864
273,897,2,C,Hogar,127.0,10.0,11.0,26.05115,-98.34874,Hogar Reunión,UT_DENSIDAD,17.0,3.0,6.0,2.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2729,1114.0,60.55,45.0,1680.0,2546.0,2272.0,5800.0,9.236,7494.0,556.0,5546.0,2.153767099125365
274,898,2,C,Hogar,94.0,8.0,7.0,26.05933,-98.30631,Hogar Reunión,UT_GAS_URBANA,10.0,6.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1504,678.0,107.07,47.0,1258.0,2636.0,2237.0,5112.0,10.47419355,6406.0,1231.0,5197.0,1.4945873712342077
275,899,2,BC,Receso,98.95,12.0,12.0,26.07745,-98.28304,Parada Técnica,UT_TRAFICO_VEHICULAR,7.0,5.0,2.0,1.0,3.0,0.0,5.0,9.0,2.0,6.0,1.0,0.0,0.0,1.0,1222,93.0,50.69,79.0,235.0,796.0,526.0,1177.0,9.597428571,1446.0,332.0,1166.0,2.0850257678110005
276,901,2,C,Hogar,96.74,10.0,10.0,26.05283,-98.29934,Hogar Reunión,UT_TRAFICO_VEHICULAR,10.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1701,313.0,61.42,36.0,673.0,1154.0,865.0,2012.0,10.82166667,2708.0,329.0,2052.0,2.875940490767736
277,902,2,CD,Hogar,105.0,10.0,8.0,26.06042,-98.31307,Hogar Reunión,UT_DENSIDAD,15.0,7.0,7.0,5.0,3.0,3.0,4.0,2.0,3.0,10.0,7.0,0.0,0.0,0.0,3515,476.0,42.5,21.0,844.0,1494.0,1274.0,3080.0,12.1253125,3924.0,556.0,3118.0,1.6088982196307096
278,903,2,C,Receso,96.4,9.0,10.0,26.06081,-98.29796,Parada Técnica,UT_DENSIDAD,2.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1519,168.0,43.21,74.0,403.0,1016.0,751.0,1605.0,7.050606061,2026.0,687.0,1697.0,1.283796085271318
279,904,2,C,Hogar,102.4,9.0,7.0,26.18754,-98.46751,Parada Técnica,UT_CARRETERA_GAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410770851311953
280,905,2,CD,Hogar,96.4,10.0,7.0,26.02988,-98.23728,Hogar Reunión,UT_DENSIDAD,26.0,0.0,7.0,1.0,57.0,5.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,085A,1190.0,84.67,172.0,2238.0,4280.0,3221.0,7192.0,9.374761905,9440.0,1121.0,6959.0,2.878596686103013
281,894,2,C,Hogar,95.08,10.0,6.0,26.06298,-98.33505,Hogar Reunión,UT_DENSIDAD,18.0,0.0,1.0,2.0,7.0,5.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2644,501.0,59.21,81.0,1100.0,2194.0,1660.0,4004.0,10.17083333,5110.0,831.0,3932.0,2.702584326530612
282,907,2,C,Hogar,104.2,10.0,10.0,26.05555,-98.34134,Hogar Reunión,UT_DENSIDAD,29.0,4.0,0.0,2.0,115.0,7.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,2396,1726.0,100.0,89.0,2171.0,4428.0,3836.0,10305.0,9.893188406,12762.0,570.0,8858.0,3.492197620019436
283,908,2,CD,Hogar,105.1,10.0,13.0,26.04733,-98.29975,Hogar Reunión,UT_TRAFICO_VEHICULAR,6.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1754,283.0,48.84,8.0,370.0,936.0,768.0,2038.0,8.5,2462.0,419.0,1860.0,2.0818292643343046
284,909,2,C,Hogar,95.0,7.0,6.0,26.05964,-98.30874,Hogar Reunión,UT_DENSIDAD,12.0,3.0,4.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,3515,476.0,42.5,21.0,844.0,1494.0,1274.0,3080.0,12.1253125,3924.0,556.0,3118.0,1.3150149761904764
285,911,2,CD,Hogar,123.4,10.0,5.0,26.01801,-98.24324,Hogar Reunión,UT_DENSIDAD,29.0,11.0,6.0,3.0,48.0,9.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,288A,1170.0,62.3,23.0,1570.0,2704.0,2242.0,5890.0,10.48627907,7468.0,307.0,5260.0,1.3547501146744414
286,912,2,C,Hogar,108.0,10.0,8.0,26.0085,-98.24256,Hogar Reunión,UT_DENSIDAD,42.0,2.0,4.0,3.0,35.0,5.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,313A,2042.0,80.04,5.0,2413.0,4210.0,3844.0,11500.0,9.102142857,13970.0,497.0,9128.0,2.324113074829932
287,913,2,C,Hogar,98.36,10.0,10.0,26.05574,-98.28835,Hogar Reunión,UT_DENSIDAD,10.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1576,194.0,37.51,52.0,300.0,1050.0,880.0,2178.0,10.7816,2482.0,622.0,2006.0,3.381523504373178
288,914,2,B,Receso,112.3,10.0,10.0,26.04321,-97.95335,Parada Técnica,UT_GAS_URBANA,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0698,631.0,101.1,130.0,2493.0,1616.0,1284.0,2590.0,6.657333333,5140.0,458.0,3311.0,2.4601563658176446
289,915,2,C,Hogar,105.74,10.0,10.0,26.07616,-98.28808,Parada Técnica,UT_TRAFICO_VEHICULAR,4.0,2.0,2.0,3.0,9.0,2.0,5.0,4.0,2.0,5.0,3.0,0.0,0.0,1.0,1186,76.0,41.5,50.0,557.0,906.0,634.0,805.0,10.72,1366.0,327.0,1118.0,2.4775095374149663
