TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,OXXO,Seven-Eleven,Supers,Farmacias,Abarrotes,Cafeterías,Usados,Otros,PORCENTAJE_CUMPLIMIENTO,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,LLAVE_AGEB,Llave,P_18A24,PROM_HNV,VIVPAR_UT,PSINDER,VIVTOT,TOTHOG,PDER_SS,GRAPROES,POBTOT,P_60YMAS,P_18YMAS,llaveEnt
999,2,C,Receso,102.75,11.0,4.0,26.02147,-98.28373,Barrio Competido,UT_TRAFICO_PEATONAL,3,1,0,0,1,6,0,2,1.5316905537098562,4996.0,2803200011947,28,032,0001,1947,2803200011947,03200011947,194.0,59.37,9.0,813.0,868.0,664.0,996.0,8.707142857,1848.0,295.0,1350.0,2803200011947
988,2,C,Hogar,101.82,12.0,10.0,26.03533,-98.29644,Hogar Reunión,UT_TRAFICO_VEHICULAR,2,0,0,0,3,0,0,1,2.962493666666666,4860.0,2803200013568,28,032,0001,3568,2803200013568,03200013568,375.0,72.42,64.0,767.0,936.0,707.0,1819.0,9.095945946,2608.0,201.0,1849.0,2803200013568
989,2,C,Hogar,101.82,12.0,10.0,26.0434,-98.32001,Hogar Reunión,UT_DENSIDAD,1,0,0,0,1,0,0,5,2.556669210884354,4875.0,2803200012061,28,032,0001,2061,2803200012061,03200012061,198.0,33.52,15.0,345.0,820.0,695.0,1648.0,8.075416667,2026.0,154.0,1435.0,2803200012061
991,2,C,Hogar,116.98,13.0,10.0,26.01263,-98.24741,Barrio Competido,UT_GAS_URBANA,1,0,1,0,4,1,0,3,1.756263743440233,4920.0,2803200013089,28,032,0001,3089,2803200013089,03200013089,904.0,42.45,22.0,1016.0,1690.0,1536.0,4484.0,9.262413793,5500.0,227.0,3800.0,2803200013089
992,2,C,Base,100.41,12.0,10.0,26.10101,-98.31804,Hogar Reunión,UT_GAS_URBANA,0,0,0,0,0,0,0,0,1.5629417490079367,4945.0,2803200012625,28,032,0001,2625,2803200012625,03200012625,207.0,68.2,19.0,558.0,742.0,524.0,1205.0,8.529302326,1788.0,267.0,1293.0,2803200012625
993,2,B,Hogar,113.73,12.0,10.0,26.06883,-98.3598,Hogar Reunión,UT_DENSIDAD,1,1,0,0,0,0,0,0,2.3892253284742475,5144.0,2803200013337,28,032,0001,3337,2803200013337,03200013337,605.0,48.12,57.0,953.0,2678.0,2275.0,6074.0,13.155,7034.0,338.0,4896.0,2803200013337
994,2,C,Hogar,113.73,12.0,7.0,26.08696,-98.33805,Hogar Reunión,UT_DENSIDAD,1,0,0,0,6,0,0,1,2.5720209669582124,5145.0,2803200013248,28,032,0001,3248,2803200013248,03200013248,846.0,74.95,39.0,1545.0,2396.0,1992.0,5464.0,9.392682927,7016.0,328.0,4532.0,2803200013248
995,2,C,Base,106.6,12.0,10.0,26.03482,-98.40996,Hogar Reunión,UT_GAS_URBANA,1,0,0,0,0,0,0,0,1.534796050595238,5139.0,2803200014176,28,032,0001,4176,2803200014176,03200014176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2803200014176
996,2,C,Hogar,107.85,12.0,7.0,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,1,1,0,0,3,1,0,3,2.417374849368319,5156.0,280320001402A,28,032,0001,402A,280320001402A,0320001402A,2066.0,85.15,184.0,4128.0,7250.0,5662.0,14594.0,8.416326531,18732.0,598.0,11530.0,280320001402A
997,2,C,Hogar,101.82,12.0,11.0,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,1,0,0,0,7,0,0,8,3.319745855199224,5156.0,280320001402A,28,032,0001,402A,280320001402A,0320001402A,2066.0,85.15,184.0,4128.0,7250.0,5662.0,14594.0,8.416326531,18732.0,598.0,11530.0,280320001402A
998,2,AB,Hogar,107.85,12.0,12.0,26.07585,-98.26928,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,0,0,0,0,0,0,0,2.221906595724004,4907.0,2803200010421,28,032,0001,0421,2803200010421,03200010421,155.0,93.33,115.0,534.0,1384.0,1031.0,2141.0,12.34534884,2702.0,895.0,2270.0,2803200010421
987,2,C,Hogar,110.0,10.0,12.0,26.06031,-98.32753,Hogar Reunión,UT_DENSIDAD,1,0,2,0,4,1,0,1,1.6184454703595723,5163.0,2803200011542,28,032,0001,1542,2803200011542,03200011542,369.0,67.41,65.0,842.0,1574.0,1134.0,2476.0,9.95125,3332.0,586.0,2636.0,2803200011542
1001,2,C,Hogar,101.82,12.0,10.0,26.01288,-98.26235,Hogar Reunión,UT_DENSIDAD,1,0,0,0,6,0,0,2,2.101901296404276,4991.0,2803200012786,28,032,0001,2786,2803200012786,03200012786,197.0,50.17,4.0,305.0,466.0,396.0,1236.0,7.800833333,1550.0,144.0,1081.0,2803200012786
1002,2,C,Hogar,116.9,10.0,11.0,26.0228,-98.28886,Hogar Reunión,UT_DENSIDAD,0,0,1,0,4,1,0,1,3.717002030126336,4934.0,2803200011881,28,032,0001,1881,2803200011881,03200011881,115.0,62.08,62.0,626.0,786.0,555.0,1022.0,8.868888889,1658.0,271.0,1220.0,2803200011881
1003,2,C,Hogar,112.0,12.0,8.0,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,1,0,0,0,6,0,0,2,2.1624862235179783,5177.0,2803200014299,28,032,0001,4299,2803200014299,03200014299,1419.0,83.99,162.0,2228.0,4370.0,3892.0,10312.0,9.296122449,12546.0,217.0,7978.0,2803200014299
1004,2,C,Hogar,93.52,12.0,9.0,26.09947,-98.32143,Hogar Reunión,UT_DENSIDAD,1,0,0,0,2,0,0,3,2.13433841,4941.0,280320001263A,28,032,0001,263A,280320001263A,0320001263A,637.0,88.02,41.0,1263.0,1920.0,1521.0,3872.0,8.694166667,5196.0,475.0,3533.0,280320001263A
1005,2,C,Hogar,98.2,12.0,5.0,26.06356,-98.31124,Hogar Reunión,UT_DENSIDAD,1,2,0,0,6,2,0,3,2.491284083,4973.0,2803200012926,28,032,0001,2926,2803200012926,03200012926,482.0,84.7,10.0,1062.0,2056.0,1734.0,4249.0,10.27974359,5340.0,1202.0,4087.0,2803200012926
1006,2,C,Hogar,116.9,13.0,14.0,26.02128,-98.25349,Hogar Reunión,UT_DENSIDAD,1,0,0,0,5,0,0,11,2.8050706219630714,5003.0,280320001249A,28,032,0001,249A,280320001249A,0320001249A,419.0,67.2,0.0,587.0,986.0,910.0,2458.0,9.359411765,3170.0,267.0,2230.0,280320001249A
1007,2,C,Hogar,114.41,12.0,10.0,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,0,0,1,0,4,0,0,2,2.860694104956268,5192.0,2803200014602,28,032,0001,4602,2803200014602,03200014602,210.0,12.08,6.0,154.0,442.0,368.0,984.0,9.452,1140.0,9.0,760.0,2803200014602
1008,2,C,Hogar,98.8,12.0,10.0,26.08637,-98.32248,Hogar Reunión,UT_DENSIDAD,0,0,0,0,5,0,0,1,3.648182986394557,5049.0,2803200012945,28,032,0001,2945,2803200012945,03200012945,1017.0,99.46,33.0,2084.0,2558.0,2150.0,5462.0,8.584901961,7608.0,696.0,5276.0,2803200012945
1009,2,C,Hogar,103.4,12.0,5.0,26.0701,-98.30796,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,1,0,0,4,2,0,0,1.944007247813412,4983.0,2803200011294,28,032,0001,1294,2803200011294,03200011294,346.0,77.81,4.0,1196.0,1040.0,893.0,1790.0,8.397631579,3016.0,536.0,2188.0,2803200011294
976,2,C,Hogar,113.0,10.0,10.0,26.0948,-98.30479,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,0,0,0,0,0,0,0,1.5609868785228378,4910.0,2803200010370,28,032,0001,0370,2803200010370,03200010370,277.0,76.44,37.0,864.0,1462.0,1114.0,2277.0,11.53409091,3178.0,814.0,2580.0,2803200010370
965,2,B,Hogar,98.0,10.0,10.0,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,0,3.5238887201166187,5276.0,2803300010503,28,033,0001,0503,2803300010503,03300010503,199.0,58.55,3.0,519.0,846.0,738.0,1664.0,10.8353125,2190.0,394.0,1714.0,2803300010503
966,2,C,Hogar,112.0,10.0,10.0,26.02126,-98.27927,Hogar Reunión,UT_DENSIDAD,2,0,0,0,1,0,0,2,3.2087805976676385,4938.0,2803200011951,28,032,0001,1951,2803200011951,03200011951,135.0,60.87,8.0,333.0,794.0,610.0,1136.0,8.056923077,1520.0,368.0,1231.0,2803200011951
967,2,C,Hogar,129.0,10.0,12.0,26.00751,-98.24571,Hogar Reunión,UT_DENSIDAD,2,0,0,0,8,1,0,2,2.346531167152575,5149.0,280320001338A,28,032,0001,338A,280320001338A,0320001338A,72.0,6.45,0.0,74.0,202.0,186.0,668.0,6.85,742.0,21.0,444.0,280320001338A
968,2,B,Hogar,129.0,9.0,6.0,26.02023,-98.22689,Parada Técnica,UT_GAS_URBANA,0,2,0,0,0,1,0,0,1.696398298347911,5092.0,2803200010845,28,032,0001,0845,2803200010845,03200010845,1098.0,80.13,21.0,1413.0,3432.0,2739.0,6983.0,8.43106383,8422.0,601.0,5954.0,2803200010845
969,2,C,Receso,125.0,10.0,13.0,26.07305,-98.2914,Clásico,UT_DENSIDAD,1,0,0,0,0,0,0,0,1.6364281782945735,5014.0,2803200011256,28,032,0001,1256,2803200011256,03200011256,94.0,43.7,28.0,250.0,680.0,450.0,849.0,8.035625,1110.0,203.0,912.0,2803200011256
971,2,C,Hogar,123.0,11.0,12.0,26.0366,-98.34031,Hogar Reunión,UT_DENSIDAD,2,1,1,0,5,9,0,72,1.961545830612245,5218.0,2803200013784,28,032,0001,3784,2803200013784,03200013784,532.0,43.96,0.0,907.0,1948.0,1701.0,4710.0,7.810833333,5644.0,223.0,3588.0,2803200013784
972,2,C,Receso,121.0,10.0,10.0,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,0,0,0,0,0,0,0,1,3.204361717423404,5032.0,2803200011326,28,032,0001,1326,2803200011326,03200011326,360.0,67.83,151.0,1176.0,1930.0,1482.0,3264.0,11.33114286,4534.0,1000.0,3550.0,2803200011326
973,2,C,Base,122.0,10.0,10.0,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,0,1,0,0,0,0,0,0,2.707674032738096,5181.0,2803200011684,28,032,0001,1684,2803200011684,03200011684,326.0,40.15,37.0,449.0,1136.0,920.0,2077.0,7.770416667,2580.0,279.0,1895.0,2803200011684
974,2,C,Hogar,113.0,11.0,12.0,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,1,0,0,0,2,0,0,1,2.392991343051506,4939.0,2803200013479,28,032,0001,3479,2803200013479,03200013479,1448.0,71.2,67.0,1425.0,3490.0,2852.0,8265.0,9.039607843,9816.0,449.0,6756.0,2803200013479
975,2,C,Hogar,129.0,10.0,12.0,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,1,1,0,0,2,1,0,1,2.4624254801288936,4888.0,2803200011839,28,032,0001,1839,2803200011839,03200011839,258.0,83.25,27.0,715.0,1006.0,802.0,1965.0,8.772352941,2732.0,328.0,1897.0,2803200011839
1011,2,C,Hogar,112.0,12.0,11.0,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,2,0,0,0,4,0,0,0,2.658179549076774,5127.0,2803200013318,28,032,0001,3318,2803200013318,03200013318,432.0,22.11,22.0,706.0,1424.0,1066.0,2564.0,10.79357143,3270.0,152.0,2246.0,2803200013318
977,2,C,Receso,125.0,10.0,12.0,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,1,0,0,0,1,0,0,1,3.090160176264304,5169.0,280320001181A,28,032,0001,181A,280320001181A,0320001181A,364.0,75.89,7.0,969.0,1330.0,1017.0,2447.0,7.754571429,3462.0,589.0,2537.0,280320001181A
978,2,BC,Receso,102.98,11.0,9.0,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,2,0,0,0,2,0,0,0,1.327323557585825,4955.0,2803200011078,28,032,0001,1078,2803200011078,03200011078,72.0,46.41,58.0,166.0,720.0,450.0,875.0,10.60678571,1062.0,247.0,887.0,2803200011078
979,2,BC,Hogar,115.67,12.0,10.0,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,2,0,0,0,3,0,0,1,2.106466731778426,5256.0,2803300010575,28,033,0001,0575,2803300010575,03300010575,105.0,44.94,0.0,435.0,728.0,623.0,1289.0,10.05136364,1740.0,521.0,1390.0,2803300010575
981,2,C,Hogar,121.0,10.0,10.0,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,2,3.456070137026239,4894.0,2803200011608,28,032,0001,1608,2803200011608,03200011608,172.0,38.44,33.0,422.0,574.0,421.0,915.0,8.772,1370.0,223.0,1011.0,2803200011608
982,2,B,Hogar,100.0,10.0,6.0,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,2,0,0,0,3,0,0,0,2.6333697269193395,5018.0,2803200011468,28,032,0001,1468,2803200011468,03200011468,486.0,68.18,43.0,854.0,2042.0,1723.0,4192.0,10.74282051,5108.0,1385.0,4177.0,2803200011468
983,2,C,Hogar,117.0,11.0,12.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,1,0,0,0,11,0,0,2,2.518851829931973,5226.0,2803200013731,28,032,0001,3731,2803200013731,03200013731,1090.0,58.74,18.0,1904.0,3260.0,2914.0,7620.0,8.784545455,9528.0,289.0,6046.0,2803200013731
984,2,C,Hogar,116.0,10.0,8.0,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,0,0,0,0,1,1,0,2,2.744565283770651,5164.0,2803200011415,28,032,0001,1415,2803200011415,03200011415,407.0,81.0,76.0,701.0,1636.0,1217.0,3069.0,9.11125,3782.0,662.0,2937.0,2803200011415
985,2,C,Hogar,129.0,11.0,10.0,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,2,0,0,0,0,1,0,4,1.813914958211856,4899.0,280320001085A,28,032,0001,085A,280320001085A,0320001085A,1190.0,84.67,172.0,2238.0,4280.0,3221.0,7192.0,9.374761905,9440.0,1121.0,6959.0,280320001085A
986,2,C,Hogar,101.82,12.0,10.0,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,1,0,0,0,5,1,0,9,2.112431151603499,4872.0,2803200011928,28,032,0001,1928,2803200011928,03200011928,437.0,85.85,45.0,860.0,1104.0,914.0,2502.0,8.116666667,3362.0,445.0,2390.0,2803200011928
1046,2,C,Hogar,123.89202032223676,13.0,9.216121325,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,1,1,0,0,1,4,0,0,2.4653605102040816,5011.0,2803200010347,28,032,0001,0347,2803200010347,03200010347,149.0,50.27,39.0,639.0,1208.0,737.0,1317.0,7.49,1998.0,499.0,1524.0,2803200010347
1035,2,C,Hogar,123.69,11.813402268615876,11.0,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,1,3.4508340758017493,4992.0,280320001199A,28,032,0001,199A,280320001199A,0320001199A,401.0,78.48,16.0,872.0,1250.0,1050.0,2738.0,9.044571429,3620.0,367.0,2516.0,280320001199A
1036,2,C,Hogar,119.65,11.88276244,8.0,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,1,1,0,0,4,0,0,3,3.4957156268221574,5067.0,2803200012324,28,032,0001,2324,2803200012324,03200012324,739.0,59.71,11.0,1499.0,2716.0,2420.0,6140.0,8.58425,7662.0,386.0,5032.0,2803200012324
1037,2,C,Hogar,121.67,11.786037482070714,11.0,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,3,1.3541235724003886,5174.0,280320001427A,28,032,0001,427A,280320001427A,0320001427A,1068.0,90.99,148.0,1743.0,4990.0,2858.0,7199.0,8.014814815,8958.0,206.0,5619.0,280320001427A
1038,2,C,Hogar,132.73,11.935866461867498,11.0,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,0,0,1,0,4,1,0,0,1.863972847475832,5096.0,2803200014477,28,032,0001,4477,2803200014477,03200014477,151.0,16.43,0.0,240.0,710.0,600.0,1734.0,7.069375,1978.0,44.0,1206.0,2803200014477
1039,2,BC,Hogar,114.3,11.851649648848364,7.0,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,2,1,0,0,0,0,0,0,2.5172752526724977,5051.0,2803200013500,28,032,0001,3500,2803200013500,03200013500,386.0,41.17,15.0,894.0,1650.0,1448.0,3292.0,13.25862069,4222.0,516.0,3350.0,2803200013500
1041,2,B,Hogar,107.62501252707828,13.0,8.466328586,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,5,3.537538039844509,5279.0,2803300010556,28,033,0001,0556,2803300010556,03300010556,273.0,55.77,9.0,930.0,1282.0,1122.0,2280.0,10.92689655,3212.0,857.0,2598.0,2803300010556
1042,2,C,Hogar,86.29145448773261,10.0,7.9061456591388515,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,1,0,0,1,3,0,0,2.3686761924198247,5294.0,280330001040A,28,033,0001,040A,280330001040A,0330001040A,693.0,68.62,3.0,1230.0,2304.0,2028.0,5460.0,9.999736842,6698.0,734.0,4740.0,280330001040A
1043,2,C,Hogar,114.85647060099993,10.0,9.222788641915027,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,1,0,0,0,4,3,0,40,2.947128748,4865.0,2803200013642,28,032,0001,3642,2803200013642,03200013642,853.0,70.18,27.0,1202.0,1900.0,1584.0,4374.0,8.57,5592.0,445.0,4054.0,2803200013642
1044,2,C,Base,119.2630206,13.0,9.002757537,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,2,1,0,0,2,0,0,1,1.4125465942460316,5344.0,2803300010927,28,033,0001,0927,2803300010927,03300010927,245.0,57.92,10.0,597.0,746.0,630.0,1535.0,8.970689655,2158.0,336.0,1624.0,2803300010927
1045,2,C,Hogar,105.37511418681304,13.0,8.362624361015344,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,1,0,0,0,7,0,0,1,2.048266413994169,5251.0,2803300011018,28,033,0001,1018,2803300011018,03300011018,972.0,45.78,9.0,1182.0,1782.0,1504.0,4286.0,9.0032,5468.0,194.0,3638.0,2803300011018
1034,2,B,Hogar,132.73,11.894503212643649,12.0,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,2,0,0,0,2,1,0,0,2.877725718172984,5033.0,2803200013799,28,032,0001,3799,2803200013799,03200013799,930.0,64.63,116.0,1889.0,3814.0,3112.0,8628.0,9.487083333,10522.0,399.0,6562.0,2803200013799
1047,2,C,Hogar,130.5461676770368,14.0,9.381782753232258,26.07928,-98.29009,Clásico,UT_DENSIDAD,1,1,0,0,2,0,0,0,2.688799919339164,4848.0,2803200011186,28,032,0001,1186,2803200011186,03200011186,76.0,41.5,50.0,557.0,906.0,634.0,805.0,10.72,1366.0,327.0,1118.0,2803200011186
1048,2,C,Hogar,141.79368844283692,14.0,9.900213032816168,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,0,0,0,9,0,0,1,3.0213554227405246,5129.0,2803200014922,28,032,0001,4922,2803200014922,03200014922,832.0,42.01,29.0,655.0,1820.0,1596.0,4596.0,9.410689655,5258.0,73.0,3332.0,2803200014922
1049,2,C,Hogar,142.6890144459082,10.0,10.50566989081404,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,1,0,5,2.200276560738581,5312.0,2803300011427,28,033,0001,1427,2803300011427,03300011427,560.0,22.84,19.0,948.0,1330.0,1162.0,3198.0,7.635714286,4146.0,114.0,2432.0,2803300011427
1051,2,C,Hogar,142.6998314861429,14.0,9.941979747549654,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,0,0,0,0,3,0,0,0,2.371391580174927,4930.0,2803200013553,28,032,0001,3553,2803200013553,03200013553,374.0,66.19,59.0,567.0,1160.0,850.0,2283.0,9.232727273,2882.0,198.0,2039.0,2803200013553
1052,2,B,Base,122.63268954206268,13.0,9.158075181036658,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,3,0,0,0,0,0,0,0,2.426222194444444,5080.0,2803200011330,28,032,0001,1330,2803200011330,03200011330,150.0,50.87,34.0,267.0,766.0,614.0,1670.0,12.55677419,1950.0,476.0,1490.0,2803200011330
1053,2,C,Hogar,132.11079729396536,13.0,9.594948173232977,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,1,0,0,0,5,0,0,1,1.624280182701652,5125.0,2803200011788,28,032,0001,1788,2803200011788,03200011788,394.0,76.89,0.0,957.0,1346.0,1118.0,2913.0,8.715277778,3906.0,572.0,2837.0,2803200011788
1054,2,C,Hogar,128.85206183168145,13.0,9.444743770682432,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,6,3.260857592808552,4950.0,2803200011006,28,032,0001,1006,2803200011006,03200011006,797.0,135.89,95.0,1807.0,2562.0,2064.0,4864.0,7.780983607,6870.0,901.0,4726.0,2803200011006
1055,2,C,Hogar,137.39138905114797,10.0,10.261487241879763,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,1,0,0,0,1,0,0,0,2.1233186112730813,4953.0,280320001434A,28,032,0001,434A,280320001434A,0320001434A,564.0,102.21,268.0,1158.0,3710.0,2146.0,4882.0,9.421785714,6062.0,174.0,4045.0,280320001434A
1056,2,C,Hogar,123.35956599133732,10.0,9.614720536270386,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,1,0,1,0,5,5,0,70,2.6898101992225465,5218.0,2803200013784,28,032,0001,3784,2803200013784,03200013784,532.0,43.96,0.0,907.0,1948.0,1701.0,4710.0,7.810833333,5644.0,223.0,3588.0,2803200013784
1023,2,B,Hogar,121.67,11.827400731294563,10.0,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,0,2.418435597667638,4891.0,2803200011580,28,032,0001,1580,2803200011580,03200011580,371.0,55.45,17.0,574.0,1560.0,1112.0,2620.0,10.58878788,3204.0,597.0,2500.0,2803200011580
1012,2,C,Hogar,105.2,12.0,8.0,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,1,0,0,0,9,0,0,2,1.904987948493684,4957.0,2803200013695,28,032,0001,3695,2803200013695,03200013695,1268.0,71.11,4.0,1805.0,3124.0,2792.0,8386.0,10.13043478,10202.0,402.0,6620.0,2803200013695
1013,2,C,Hogar,111.04,12.0,7.0,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,2,0,0,0,5,2,0,2,2.989381859086492,4900.0,2803200014072,28,032,0001,4072,2803200014072,03200014072,624.0,81.33,124.0,1150.0,3276.0,2238.0,5922.0,8.935925926,7092.0,177.0,4434.0,2803200014072
1014,2,C,Hogar,98.8,12.0,10.0,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,1,0,0,0,4,0,0,9,3.154097053449952,5122.0,2803200012080,28,032,0001,2080,2803200012080,03200012080,263.0,63.56,4.0,653.0,776.0,660.0,1806.0,9.111071429,2474.0,307.0,1734.0,2803200012080
1015,2,C,Hogar,116.26,13.0,12.0,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,0,0,0,0,4,0,0,0,1.8264344645286683,4874.0,2803200014636,28,032,0001,4636,2803200014636,03200014636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2803200014636
1016,2,C,Hogar,116.9,13.0,13.0,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,1,0,0,0,5,0,0,1,2.937049246841593,5174.0,280320001427A,28,032,0001,427A,280320001427A,0320001427A,1068.0,90.99,148.0,1743.0,4990.0,2858.0,7199.0,8.014814815,8958.0,206.0,5619.0,280320001427A
1017,2,BC,Hogar,116.9,13.0,11.0,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,1,0,0,0,2,0,0,1,2.736894009718173,4963.0,2803200013591,28,032,0001,3591,2803200013591,03200013591,590.0,36.88,6.0,838.0,1772.0,1621.0,4188.0,10.78583333,5288.0,301.0,3568.0,2803200013591
1018,2,C,Hogar,112.0,12.0,10.0,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,1,0,0,0,1,0,0,1,3.243554017492712,5009.0,280320001110A,28,032,0001,110A,280320001110A,0320001110A,302.0,81.08,28.0,610.0,1100.0,835.0,1921.0,9.515945946,2568.0,525.0,1998.0,280320001110A
1019,2,C,Hogar,122.8,11.801345506227166,11.0,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,1,0,0,0,3,0,0,6,2.8760871030126327,5008.0,2803200013869,28,032,0001,3869,2803200013869,03200013869,839.0,62.26,111.0,1405.0,3166.0,2382.0,5928.0,8.856052632,7342.0,252.0,4798.0,2803200013869
1021,2,C,Hogar,110.1804382714655,10.0,9.007256988,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,0,0,0,0,4,0,0,0,2.055369584062196,5171.0,2803200014265,28,032,0001,4265,2803200014265,03200014265,610.0,44.05,14.0,751.0,1814.0,1476.0,3860.0,9.531428571,4614.0,60.0,2970.0,2803200014265
1022,2,C,Hogar,112.0,11.69640197590262,10.0,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,1,1,0,0,0,0,0,0,1.8454540427599613,5117.0,2803200011237,28,032,0001,1237,2803200011237,03200011237,469.0,89.67,18.0,848.0,2280.0,1805.0,4716.0,10.8622973,5606.0,511.0,4171.0,2803200011237
964,2,C,Base,96.0,10.0,10.0,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,1,0,0,0,3,1,0,4,3.0486393740079367,4929.0,2803200013290,28,032,0001,3290,2803200013290,03200013290,396.0,19.82,0.0,528.0,986.0,924.0,2602.0,7.756153846,3132.0,130.0,2018.0,2803200013290
1024,2,B,Hogar,121.61,11.867951165076478,9.0,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,1,0,0,0,7,0,0,2,1.9426481846452872,4971.0,2803200013962,28,032,0001,3962,2803200013962,03200013962,833.0,78.62,26.0,1517.0,2138.0,1952.0,5350.0,9.125227273,6872.0,191.0,4238.0,2803200013962
1025,2,B,Hogar,112.0,11.69640197590262,10.0,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,0,0,0,0,3,0,0,1,2.2307166384839654,5200.0,2803200014087,28,032,0001,4087,2803200014087,03200014087,983.0,89.8,47.0,1135.0,3276.0,2576.0,6711.0,8.238472222,7922.0,127.0,5145.0,2803200014087
1026,2,C,Hogar,115.1,11.738397440402622,10.0,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,1,0,1,0,2,0,0,1,1.8119659844509235,5133.0,2803200013905,28,032,0001,3905,2803200013905,03200013905,311.0,46.3,29.0,472.0,1702.0,1350.0,4071.0,10.49659574,4560.0,78.0,2928.0,2803200013905
1027,2,C,Hogar,112.25,11.658425457686834,11.0,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,1,1,0,0,1,0,0,0,1.9025618134110789,5159.0,2803200011646,28,032,0001,1646,2803200011646,03200011646,408.0,62.8,20.0,1168.0,1556.0,1268.0,2636.0,9.87,3810.0,616.0,2896.0,2803200011646
1028,2,C,Hogar,117.5,11.564093811960792,15.0,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,1,0,0,0,1,0,0,36,2.775446044703596,4931.0,2803200013727,28,032,0001,3727,2803200013727,03200013727,1016.0,43.99,14.0,1218.0,2898.0,2348.0,6726.0,9.8321875,7954.0,332.0,5282.0,2803200013727
